Country,Year,population,Country_ID,latitude,longitude,GDP,TotalGDP
Bulgaria,2023,6446596,BG,42.73388,25.48583,102434000000.0,1394653000000.0
Burkina Faso,2023,23025776,BF,12.23833,-1.56159,21181000000.0,331865000000.0
Burundi,2023,13689450,BI,-3.37306,29.91889,4246000000.0,80087000000.0
Cambodia,2023,17423880,KH,12.56568,104.99096,43304000000.0,630254000000.0
Cameroon,2023,28372687,CM,7.36972,12.35472,49283000000.0,716538000000.0
Canada,2023,40083484,CA,56.13037,-106.34677,2173340000000.0,28738085000000.0
Central African Republic,2023,5152421,CF,6.61111,20.93944,2602000000.0,39145000000.0
Chad,2023,19319064,TD,15.45417,18.73221,18343000000.0,245349000000.0
Chile,2023,19658835,CL,-35.67515,-71.54297,335627000000.0,4402607000000.0
Colombia,2023,52321152,CO,4.57087,-74.29733,366292000000.0,5249421000000.0
Costa Rica,2023,5105525,CR,9.74892,-83.75343,86509000000.0,1220181000000.0
Cyprus,2023,1344976,CY,35.12641,33.42986,33897000000.0,469995000000.0
Denmark,2023,5946952,DK,56.26392,9.50179,407092000000.0,5720441000000.0
Djibouti,2023,1152944,DJ,11.82514,42.59028,3917000000.0,57624000000.0
Dominican Republic,2023,11331265,DO,18.73569,-70.16265,120794000000.0,1615196000000.0
Ecuador,2023,17980083,EC,-1.83124,-78.18341,121147000000.0,1608553000000.0
El Salvador,2023,6309624,SV,13.79419,-88.89653,34016000000.0,456899000000.0
Finland,2023,5583911,FI,61.92411,25.74815,295036000000.0,3972166000000.0
France,2023,68287487,FR,46.22764,2.21375,3056880000000.0,41002981000000.0
Gabon,2023,2484789,GA,-0.80369,11.60944,20059000000.0,263455000000.0
Georgia,2023,3715483,GE,42.31541,43.35689,30778000000.0,399577000000.0
Germany,2023,83901923,DE,51.16569,10.45153,4527009000000.0,60635461000000.0
Ghana,2023,33787914,GH,7.94653,-1.02319,80547000000.0,1130811000000.0
Greece,2023,10405588,GR,39.07421,21.82431,243569000000.0,3312713000000.0
Guatemala,2023,18124838,GT,15.78347,-90.23076,104436000000.0,1516710000000.0
Guinea,2023,14405468,GN,9.94559,-9.69665,22750000000.0,396065000000.0
Guyana,2023,826353,GY,4.86042,-58.93018,16919000000.0,282379000000.0
Haiti,2023,11637398,HT,18.97119,-72.28522,19603000000.0,362350000000.0
Hungary,2023,9592186,HU,47.16249,19.5033,214098000000.0,2941004000000.0
Iceland,2023,393349,IS,64.96305,-19.02084,31452000000.0,453247000000.0
India,2023,1438069596,IN,20.59368,78.96288,3638490000000.0,54634783000000.0
Indonesia,2023,281190067,ID,-0.78928,113.92133,1371169000000.0,18868855000000.0
Ireland,2023,5307600,IE,53.41291,-8.24389,551554000000.0,7430812000000.0
Israel,2023,9849000,IL,31.04605,34.85161,512185000000.0,7183975000000.0
Italy,2023,58993475,IT,41.87194,12.56738,2305271000000.0,30602465000000.0
Jamaica,2023,2839786,JM,18.10958,-77.29751,19315000000.0,256804000000.0
Japan,2023,124516650,JP,36.20482,138.25292,4213167000000.0,60365542000000.0
Jordan,2023,11439213,JO,30.58516,36.23841,51161000000.0,718597000000.0
Kenya,2023,55339003,KE,-0.02356,37.90619,108747000000.0,1591969000000.0
Kuwait,2023,4853420,KW,29.31166,47.48177,163716000000.0,2045067000000.0
Lebanon,2023,5773493,LB,33.85472,35.86229,23607000000.0,227221000000.0
Liberia,2023,5493031,LR,6.42806,-9.4295,4390000000.0,62652000000.0
Libya,2023,7305659,LY,26.3351,17.22833,43958000000.0,666655000000.0
Luxembourg,2023,666430,LU,49.81527,6.12958,87599000000.0,1206161000000.0
Malawi,2023,21104482,MW,-13.25431,34.30153,13439000000.0,178493000000.0
Malaysia,2023,35126298,MY,4.21048,101.97577,399705000000.0,5785875000000.0
Maldives,2023,525994,MV,3.20278,73.22068,6581000000.0,93180000000.0
Mali,2023,23769127,ML,17.57069,-3.99617,21184000000.0,300793000000.0
Malta,2023,552747,MT,35.9375,14.37542,22217000000.0,315252000000.0
Mauritius,2023,1261041,MU,-20.3484,57.55215,14101000000.0,203318000000.0
Mongolia,2023,3481145,MN,46.8625,103.84666,20315000000.0,304365000000.0
Montenegro,2023,623529,ME,42.70868,19.37439,7532000000.0,102738000000.0
Morocco,2023,37712505,MA,31.7917,-7.09262,144438000000.0,2115935000000.0
Myanmar,2023,54133798,MM,21.91397,95.95622,61466000000.0,926613000000.0
Nepal,2023,29694614,NP,28.39486,84.12401,40907000000.0,610305000000.0
New Zealand,2023,5245000,NZ,-40.90056,174.88597,253436000000.0,3297361000000.0
Niger,2023,26159867,NE,17.60779,8.08167,16809000000.0,270733000000.0
Nigeria,2023,227882945,NG,9.082,8.67528,363816000000.0,4188443000000.0
Norway,2023,5519594,NO,60.47202,8.46895,482950000000.0,6565710000000.0
Oman,2023,5049269,OM,21.51258,55.92326,105896000000.0,1369552000000.0
Pakistan,2023,247504495,PK,30.37532,69.34512,337754000000.0,2411807000000.0
Panama,2023,4458759,PA,8.53798,-80.78213,83382000000.0,1149853000000.0
Paraguay,2023,6844146,PY,-23.4425,-58.44383,43118000000.0,596614000000.0
Peru,2023,33845617,PE,-9.18997,-75.01515,267482000000.0,3743448000000.0
Philippines,2023,114891199,PH,12.87972,121.77402,437055000000.0,6496060000000.0
Portugal,2023,10578174,PT,39.39987,-8.22445,289781000000.0,3952501000000.0
Qatar,2023,2656032,QA,25.35483,51.18388,213003000000.0,2909267000000.0
Romania,2023,19059479,RO,45.94316,24.96676,350847000000.0,4831843000000.0
Saudi Arabia,2023,33702731,SA,23.88594,45.07916,1067583000000.0,13866012000000.0
Senegal,2023,18077573,SN,14.4974,-14.45236,30625000000.0,436120000000.0
Seychelles,2023,119773,SC,-4.67957,55.49198,2187000000.0,27628000000.0
Sierra Leone,2023,8460512,SL,8.46056,-11.77989,6397000000.0,104391000000.0
Singapore,2023,5917648,SG,1.35208,103.81984,505440000000.0,6868048000000.0
Somalia,2023,18358615,SO,5.15215,46.19962,10969000000.0,165414000000.0
South Africa,2023,63212384,ZA,-30.55948,22.93751,380592000000.0,5432048000000.0
Spain,2023,48347910,ES,40.46367,-3.74922,1620558000000.0,22380822000000.0
Sri Lanka,2023,22037000,LK,7.87305,80.7718,83723000000.0,613683000000.0
Sudan,2023,50042791,SD,12.86281,30.21764,36998000000.0,496079000000.0
Sweden,2023,10536632,SE,60.12816,18.6435,585490000000.0,8187067000000.0
Switzerland,2023,8888093,CH,46.81819,8.22751,894867000000.0,11981294000000.0
Thailand,2023,71702435,TH,15.87003,100.99254,515906000000.0,7122497000000.0
Togo,2023,9304337,TG,8.61954,0.82478,9081000000.0,129364000000.0
Tunisia,2023,12200431,TN,33.88692,9.5375,48541000000.0,676775000000.0
Uganda,2023,48656601,UG,1.37333,32.29028,51934000000.0,808885000000.0
Ukraine,2023,37732836,UA,48.37943,31.16558,178763000000.0,2633063000000.0
United Arab Emirates,2023,10483751,AE,23.42408,53.84782,514130000000.0,6990436000000.0
United Kingdom,2023,68492000,GB,55.37805,-3.43597,3371118000000.0,47946865000000.0
United States,2023,336806231,US,37.09024,-95.71289,27720725000000.0,372518938000000.0
Uruguay,2023,3388081,UY,-32.52278,-55.76584,77997000000.0,1030856000000.0
Zambia,2023,20723965,ZM,-13.1339,27.84933,27578000000.0,417660000000.0
Zimbabwe,2023,16340822,ZW,-19.01544,29.15486,35144000000.0,478978000000.0
Albania,2024,2714617,AL,41.15333,20.16833,27259000000.0,330104000000.0
Algeria,2024,46814308,DZ,28.03389,1.65963,264913000000.0,3145938000000.0
Angola,2024,37885849,AO,-11.20269,17.87389,115946000000.0,1439229000000.0
Argentina,2024,45696159,AR,-38.4161,-63.61667,632145000000.0,8094978000000.0
Australia,2024,27204809,AU,-25.2744,133.77514,1796805000000.0,22874963000000.0
Austria,2024,9178482,AT,47.51623,14.55007,521269000000.0,6804768000000.0
Bangladesh,2024,173562364,BD,23.68499,90.35633,451096000000.0,6383522000000.0
Belgium,2024,11876844,BE,50.50389,4.46994,664965000000.0,8535322000000.0
Benin,2024,14462724,BJ,9.30769,2.31583,21249000000.0,284260000000.0
Bosnia and Herzegovina,2024,3164253,BA,43.91589,17.67908,28795000000.0,361674000000.0
Botswana,2024,2521139,BW,-22.32847,24.68487,19356000000.0,268304000000.0
Brazil,2024,211998573,BR,-14.235,-51.92528,2171337000000.0,27498145000000.0
Bulgaria,2024,6444366,BG,42.73388,25.48583,112232000000.0,1394653000000.0
Burkina Faso,2024,23548781,BF,12.23833,-1.56159,23975000000.0,331865000000.0
Burundi,2024,14047786,BI,-3.37306,29.91889,4743000000.0,80087000000.0
Cambodia,2024,17638801,KH,12.56568,104.99096,47328000000.0,630254000000.0
Cameroon,2024,29123744,CM,7.36972,12.35472,52784000000.0,716538000000.0
Canada,2024,41288599,CA,56.13037,-106.34677,2241253000000.0,28738085000000.0
Central African Republic,2024,5330690,CF,6.61111,20.93944,2831000000.0,39145000000.0
Chad,2024,20299123,TD,15.45417,18.73221,19078000000.0,245349000000.0
Chile,2024,19764771,CL,-35.67515,-71.54297,330210000000.0,4402607000000.0
Colombia,2024,52886363,CO,4.57087,-74.29733,418542000000.0,5249421000000.0
Costa Rica,2024,5129910,CR,9.74892,-83.75343,95365000000.0,1220181000000.0
Cyprus,2024,1358282,CY,35.12641,33.42986,36156000000.0,469995000000.0
Denmark,2024,5976992,DK,56.26392,9.50179,429458000000.0,5720441000000.0
Djibouti,2024,1168722,DJ,11.82514,42.59028,4257000000.0,57624000000.0
Dominican Republic,2024,11427557,DO,18.73569,-70.16265,124613000000.0,1615196000000.0
Ecuador,2024,18135478,EC,-1.83124,-78.18341,121728000000.0,1608553000000.0
El Salvador,2024,6338193,SV,13.79419,-88.89653,35337000000.0,456899000000.0
Finland,2024,5637214,FI,61.92411,25.74815,298833000000.0,3972166000000.0
France,2024,68516699,FR,46.22764,2.21375,3162023000000.0,41002981000000.0
Gabon,2024,2538952,GA,-0.80369,11.60944,20774000000.0,263455000000.0
Georgia,2024,3673850,GE,42.31541,43.35689,33775000000.0,399577000000.0
Germany,2024,83510950,DE,51.16569,10.45153,4658526000000.0,60635461000000.0
Ghana,2024,34427414,GH,7.94653,-1.02319,82825000000.0,1130811000000.0
Greece,2024,10388805,GR,39.07421,21.82431,257067000000.0,3312713000000.0
Guatemala,2024,18406359,GT,15.78347,-90.23076,112575000000.0,1516710000000.0
Guinea,2024,14754785,GN,9.94559,-9.69665,25758000000.0,396065000000.0
Guyana,2024,831087,GY,4.86042,-58.93018,24659000000.0,282379000000.0
Haiti,2024,11772557,HT,18.97119,-72.28522,26229000000.0,362350000000.0
Hungary,2024,9562314,HU,47.16249,19.5033,223060000000.0,2941004000000.0
Iceland,2024,404610,IS,64.96305,-19.02084,33463000000.0,453247000000.0
India,2024,1450935791,IN,20.59368,78.96288,3909097000000.0,54634783000000.0
Indonesia,2024,283487931,ID,-0.78928,113.92133,1396300000000.0,18868855000000.0
Ireland,2024,5380257,IE,53.41291,-8.24389,577216000000.0,7430812000000.0
Israel,2024,9974400,IL,31.04605,34.85161,540381000000.0,7183975000000.0
Italy,2024,58986023,IT,41.87194,12.56738,2372059000000.0,30602465000000.0
Jamaica,2024,2839175,JM,18.10958,-77.29751,20069000000.0,256804000000.0
Japan,2024,123975371,JP,36.20482,138.25292,4026211000000.0,60365542000000.0
Jordan,2024,11552876,JO,30.58516,36.23841,53428000000.0,718597000000.0
Kenya,2024,56432944,KE,-0.02356,37.90619,120899000000.0,1591969000000.0
Kuwait,2024,4973861,KW,29.31166,47.48177,158568000000.0,2045067000000.0
Lebanon,2024,5805962,LB,33.85472,35.86229,28280000000.0,227221000000.0
Liberia,2024,5612817,LR,6.42806,-9.4295,4818000000.0,62652000000.0
Libya,2024,7381023,LY,26.3351,17.22833,42159000000.0,666655000000.0
Luxembourg,2024,677717,LU,49.81527,6.12958,93169000000.0,1206161000000.0
Malawi,2024,21655286,MW,-13.25431,34.30153,11797000000.0,178493000000.0
Malaysia,2024,35557673,MY,4.21048,101.97577,419617000000.0,5785875000000.0
Maldives,2024,527799,MV,3.20278,73.22068,7019000000.0,93180000000.0
Mali,2024,24478595,ML,17.57069,-3.99617,22724000000.0,300793000000.0
Malta,2024,574346,MT,35.9375,14.37542,24315000000.0,315252000000.0
Mauritius,2024,1259509,MU,-20.3484,57.55215,14953000000.0,203318000000.0
Mongolia,2024,3524788,MN,46.8625,103.84666,23586000000.0,304365000000.0
Montenegro,2024,623831,ME,42.70868,19.37439,8023000000.0,102738000000.0
Morocco,2024,38081173,MA,31.7917,-7.09262,155350000000.0,2115935000000.0
Myanmar,2024,54500091,MM,21.91397,95.95622,61176000000.0,926613000000.0
Nepal,2024,29651054,NP,28.39486,84.12401,43419000000.0,610305000000.0
New Zealand,2024,5338500,NZ,-40.90056,174.88597,257728000000.0,3297361000000.0
Niger,2024,27032412,NE,17.60779,8.08167,19866000000.0,270733000000.0
Nigeria,2024,232679478,NG,9.082,8.67528,187640000000.0,4188443000000.0
Norway,2024,5572272,NO,60.47202,8.46895,483727000000.0,6565710000000.0
Oman,2024,5281538,OM,21.51258,55.92326,106943000000.0,1369552000000.0
Pakistan,2024,251269164,PK,30.37532,69.34512,373078000000.0,2411807000000.0
Panama,2024,4515577,PA,8.53798,-80.78213,87688000000.0,1149853000000.0
Paraguay,2024,6929153,PY,-23.4425,-58.44383,43989000000.0,596614000000.0
Peru,2024,34217848,PE,-9.18997,-75.01515,289070000000.0,3743448000000.0
Philippines,2024,115843670,PH,12.87972,121.77402,461617000000.0,6496060000000.0
Portugal,2024,10701636,PT,39.39987,-8.22445,308590000000.0,3952501000000.0
Qatar,2024,2857822,QA,25.35483,51.18388,221452000000.0,2909267000000.0
Romania,2024,19069340,RO,45.94316,24.96676,384148000000.0,4831843000000.0
Saudi Arabia,2024,35300280,SA,23.88594,45.07916,1085358000000.0,13866012000000.0
Senegal,2024,18501984,SN,14.4974,-14.45236,32892000000.0,436120000000.0
Seychelles,2024,121354,SC,-4.67957,55.49198,2168000000.0,27628000000.0
Sierra Leone,2024,8642022,SL,8.46056,-11.77989,7653000000.0,104391000000.0
Singapore,2024,6036860,SG,1.35208,103.81984,547387000000.0,6868048000000.0
Somalia,2024,19009151,SO,5.15215,46.19962,12134000000.0,165414000000.0
South Africa,2024,64007187,ZA,-30.55948,22.93751,400191000000.0,5432048000000.0
Spain,2024,48807137,ES,40.46367,-3.74922,1722227000000.0,22380822000000.0
Sri Lanka,2024,21916000,LK,7.87305,80.7718,98964000000.0,613683000000.0
Sudan,2024,50448963,SD,12.86281,30.21764,28270000000.0,496079000000.0
Sweden,2024,10569709,SE,60.12816,18.6435,610118000000.0,8187067000000.0
Switzerland,2024,9034102,CH,46.81819,8.22751,936738000000.0,11981294000000.0
Thailand,2024,71668011,TH,15.87003,100.99254,526411000000.0,7122497000000.0
Togo,2024,9515236,TG,8.61954,0.82478,9776000000.0,129364000000.0
Tunisia,2024,12277109,TN,33.88692,9.5375,53063000000.0,676775000000.0
Uganda,2024,50015092,UG,1.37333,32.29028,56453000000.0,808885000000.0
Ukraine,2024,37860221,UA,48.37943,31.16558,190426000000.0,2633063000000.0
United Arab Emirates,2024,10876981,AE,23.42408,53.84782,537079000000.0,6990436000000.0
United Kingdom,2024,69226000,GB,55.37805,-3.43597,3644636000000.0,47946865000000.0
United States,2024,340110988,US,37.09024,-95.71289,29184900000000.0,372518938000000.0
Uruguay,2024,3386588,UY,-32.52278,-55.76584,80961000000.0,1030856000000.0
Zambia,2024,21314956,ZM,-13.1339,27.84933,26326000000.0,417660000000.0
Zimbabwe,2024,16634373,ZW,-19.01544,29.15486,35224000000.0,478978000000.0
Albania,2025,2693126,AL,41.15333,20.16833,28372000000.0,330104000000.0
Algeria,2025,47435312,DZ,28.03389,1.65963,268885000000.0,3145938000000.0
Angola,2025,39040039,AO,-11.20269,17.87389,113343000000.0,1439229000000.0
Argentina,2025,45851378,AR,-38.4161,-63.61667,683533000000.0,8094978000000.0
Australia,2025,27454336,AU,-25.2744,133.77514,1771681000000.0,22874963000000.0
Austria,2025,9167706,AT,47.51623,14.55007,534301000000.0,6804768000000.0
Bangladesh,2025,175686899,BD,23.68499,90.35633,467218000000.0,6383522000000.0
Belgium,2025,11893733,BE,50.50389,4.46994,684864000000.0,8535322000000.0
Benin,2025,14814460,BJ,9.30769,2.31583,22236000000.0,284260000000.0
Bosnia and Herzegovina,2025,3140095,BA,43.91589,17.67908,28807000000.0,361674000000.0
Botswana,2025,2562122,BW,-22.32847,24.68487,19400000000.0,268304000000.0
Brazil,2025,212812405,BR,-14.235,-51.92528,2125958000000.0,27498145000000.0
Bulgaria,2025,6401447,BG,42.73388,25.48583,117007000000.0,1394653000000.0
Burkina Faso,2025,24074580,BF,12.23833,-1.56159,27056000000.0,331865000000.0
Burundi,2025,14390003,BI,-3.37306,29.91889,6745000000.0,80087000000.0
Cambodia,2025,17847982,KH,12.56568,104.99096,49799000000.0,630254000000.0
Cameroon,2025,29879337,CM,7.36972,12.35472,56011000000.0,716538000000.0
Canada,2025,41634760,CA,56.13037,-106.34677,2225341000000.0,28738085000000.0
Central African Republic,2025,5513282,CF,6.61111,20.93944,2932000000.0,39145000000.0
Chad,2025,21003705,TD,15.45417,18.73221,18792000000.0,245349000000.0
Chile,2025,19859921,CL,-35.67515,-71.54297,343823000000.0,4402607000000.0
Colombia,2025,53425635,CO,4.57087,-74.29733,427766000000.0,5249421000000.0
Costa Rica,2025,5152950,CR,9.74892,-83.75343,102591000000.0,1220181000000.0
Cyprus,2025,1370754,CY,35.12641,33.42986,38736000000.0,469995000000.0
Denmark,2025,5996088,DK,56.26392,9.50179,449940000000.0,5720441000000.0
Djibouti,2025,1184076,DJ,11.82514,42.59028,4587000000.0,57624000000.0
Dominican Republic,2025,11520487,DO,18.73569,-70.16265,127828000000.0,1615196000000.0
Ecuador,2025,18289896,EC,-1.83124,-78.18341,125677000000.0,1608553000000.0
El Salvador,2025,6365503,SV,13.79419,-88.89653,36749000000.0,456899000000.0
Finland,2025,5636798,FI,61.92411,25.74815,303945000000.0,3972166000000.0
France,2025,68609480,FR,46.22764,2.21375,3211292000000.0,41002981000000.0
Gabon,2025,2593130,GA,-0.80369,11.60944,20391000000.0,263455000000.0
Georgia,2025,3673046,GE,42.31541,43.35689,35353000000.0,399577000000.0
Germany,2025,82815320,DE,51.16569,10.45153,4744804000000.0,60635461000000.0
Ghana,2025,35064272,GH,7.94653,-1.02319,88332000000.0,1130811000000.0
Greece,2025,10347298,GR,39.07421,21.82431,267348000000.0,3312713000000.0
Guatemala,2025,18687881,GT,15.78347,-90.23076,121177000000.0,1516710000000.0
Guinea,2025,15099727,GN,9.94559,-9.69665,30094000000.0,396065000000.0
Guyana,2025,835986,GY,4.86042,-58.93018,25822000000.0,282379000000.0
Haiti,2025,11906095,HT,18.97119,-72.28522,33548000000.0,362350000000.0
Hungary,2025,9501298,HU,47.16249,19.5033,237070000000.0,2941004000000.0
Iceland,2025,408987,IS,64.96305,-19.02084,35309000000.0,453247000000.0
India,2025,1463865525,IN,20.59368,78.96288,4187017000000.0,54634783000000.0
Indonesia,2025,285721236,ID,-0.78928,113.92133,1429743000000.0,18868855000000.0
Ireland,2025,5430660,IE,53.41291,-8.24389,598840000000.0,7430812000000.0
Israel,2025,10110474,IL,31.04605,34.85161,583361000000.0,7183975000000.0
Italy,2025,58761644,IT,41.87194,12.56738,2422855000000.0,30602465000000.0
Jamaica,2025,2837077,JM,18.10958,-77.29751,21411000000.0,256804000000.0
Japan,2025,123206280,JP,36.20482,138.25292,4186431000000.0,60365542000000.0
Jordan,2025,11520684,JO,30.58516,36.23841,56102000000.0,718597000000.0
Kenya,2025,57532493,KE,-0.02356,37.90619,131673000000.0,1591969000000.0
Kuwait,2025,5056186,KW,29.31166,47.48177,153101000000.0,2045067000000.0
Liberia,2025,5731206,LR,6.42806,-9.4295,5166000000.0,62652000000.0
Libya,2025,7458555,LY,26.3351,17.22833,47484000000.0,666655000000.0
Luxembourg,2025,684807,LU,49.81527,6.12958,96613000000.0,1206161000000.0
Malawi,2025,22216120,MW,-13.25431,34.30153,13959000000.0,178493000000.0
Malaysia,2025,35977838,MY,4.21048,101.97577,444984000000.0,5785875000000.0
Maldives,2025,529676,MV,3.20278,73.22068,7480000000.0,93180000000.0
Mali,2025,25198821,ML,17.57069,-3.99617,23208000000.0,300793000000.0
Malta,2025,579210,MT,35.9375,14.37542,25750000000.0,315252000000.0
Mauritius,2025,1257104,MU,-20.3484,57.55215,15495000000.0,203318000000.0
Mongolia,2025,3566719,MN,46.8625,103.84666,25804000000.0,304365000000.0
Montenegro,2025,614279,ME,42.70868,19.37439,8562000000.0,102738000000.0
Morocco,2025,38430770,MA,31.7917,-7.09262,165835000000.0,2115935000000.0
Myanmar,2025,54850648,MM,21.91397,95.95622,64944000000.0,926613000000.0
Nepal,2025,29618118,NP,28.39486,84.12401,46080000000.0,610305000000.0
New Zealand,2025,5373975,NZ,-40.90056,174.88597,248666000000.0,3297361000000.0
Niger,2025,27917831,NE,17.60779,8.08167,21874000000.0,270733000000.0
Nigeria,2025,237527782,NG,9.082,8.67528,188271000000.0,4188443000000.0
Norway,2025,5609040,NO,60.47202,8.46895,504276000000.0,6565710000000.0
Oman,2025,5494691,OM,21.51258,55.92326,104351000000.0,1369552000000.0
