Country,Year,population,Country_ID,latitude,longitude,GDP,TotalGDP
Panama,2025,4571189,PA,8.53798,-80.78213,91675000000.0,1149853000000.0
Paraguay,2025,7013078,PY,-23.4425,-58.44383,45465000000.0,596614000000.0
Peru,2025,34576665,PE,-9.18997,-75.01515,303293000000.0,3743448000000.0
Philippines,2025,116786962,PH,12.87972,121.77402,497495000000.0,6496060000000.0
Portugal,2025,10681340,PT,39.39987,-8.22445,321440000000.0,3952501000000.0
Qatar,2025,2918488,QA,25.35483,51.18388,222776000000.0,2909267000000.0
Romania,2025,18965494,RO,45.94316,24.96676,403395000000.0,4831843000000.0
Saudi Arabia,2025,35916992,SA,23.88594,45.07916,1083749000000.0,13866012000000.0
Senegal,2025,18931966,SN,14.4974,-14.45236,34728000000.0,436120000000.0
Seychelles,2025,123601,SC,-4.67957,55.49198,2198000000.0,27628000000.0
Sierra Leone,2025,8819794,SL,8.46056,-11.77989,8386000000.0,104391000000.0
Singapore,2025,6072360,SG,1.35208,103.81984,564774000000.0,6868048000000.0
Somalia,2025,19654739,SO,5.15215,46.19962,12994000000.0,165414000000.0
South Africa,2025,64747319,ZA,-30.55948,22.93751,410338000000.0,5432048000000.0
Spain,2025,48769756,ES,40.46367,-3.74922,1799511000000.0,22380822000000.0
Sudan,2025,51662147,SD,12.86281,30.21764,31506000000.0,496079000000.0
Sweden,2025,10611737,SE,60.12816,18.6435,620297000000.0,8187067000000.0
Switzerland,2025,9073663,CH,46.81819,8.22751,947125000000.0,11981294000000.0
Thailand,2025,71619863,TH,15.87003,100.99254,546224000000.0,7122497000000.0
Togo,2025,9721608,TG,8.61954,0.82478,10023000000.0,129364000000.0
Tunisia,2025,12348573,TN,33.88692,9.5375,56291000000.0,676775000000.0
Uganda,2025,51384894,UG,1.37333,32.29028,64277000000.0,808885000000.0
Ukraine,2025,38980376,UA,48.37943,31.16558,205742000000.0,2633063000000.0
United Arab Emirates,2025,11133106,AE,23.42408,53.84782,548598000000.0,6990436000000.0
United Kingdom,2025,69607016,GB,55.37805,-3.43597,3839180000000.0,47946865000000.0
United States,2025,341807872,US,37.09024,-95.71289,30507217000000.0,372518938000000.0
Uruguay,2025,3384688,UY,-32.52278,-55.76584,79731000000.0,1030856000000.0
Zambia,2025,21913874,ZM,-13.1339,27.84933,28910000000.0,417660000000.0
Zimbabwe,2025,16950795,ZW,-19.01544,29.15486,38172000000.0,478978000000.0
Albania,2026,2672390,AL,41.15333,20.16833,29743000000.0,330104000000.0
Algeria,2026,48028334,DZ,28.03389,1.65963,269435000000.0,3145938000000.0
Angola,2026,40215179,AO,-11.20269,17.87389,109384000000.0,1439229000000.0
Argentina,2026,46003734,AR,-38.4161,-63.61667,715376000000.0,8094978000000.0
Australia,2026,27692498,AU,-25.2744,133.77514,1841002000000.0,22874963000000.0
Austria,2026,9157992,AT,47.51623,14.55007,551918000000.0,6804768000000.0
Bangladesh,2026,177818044,BD,23.68499,90.35633,513121000000.0,6383522000000.0
Belgium,2026,11906766,BE,50.50389,4.46994,706834000000.0,8535322000000.0
Benin,2026,15170419,BJ,9.30769,2.31583,24067000000.0,284260000000.0
Bosnia and Herzegovina,2026,3114242,BA,43.91589,17.67908,30214000000.0,361674000000.0
Botswana,2026,2603388,BW,-22.32847,24.68487,20951000000.0,268304000000.0
Brazil,2026,213562666,BR,-14.235,-51.92528,2186983000000.0,27498145000000.0
Bulgaria,2026,6354777,BG,42.73388,25.48583,123066000000.0,1394653000000.0
Burkina Faso,2026,24601700,BF,12.23833,-1.56159,29624000000.0,331865000000.0
Burundi,2026,14729157,BI,-3.37306,29.91889,8419000000.0,80087000000.0
Cambodia,2026,18051219,KH,12.56568,104.99096,53055000000.0,630254000000.0
Cameroon,2026,30640817,CM,7.36972,12.35472,60213000000.0,716538000000.0
Canada,2026,41939012,CA,56.13037,-106.34677,2332563000000.0,28738085000000.0
Central African Republic,2026,5698984,CF,6.61111,20.93944,3187000000.0,39145000000.0
Chad,2026,21560380,TD,15.45417,18.73221,19732000000.0,245349000000.0
Chile,2026,19945850,CL,-35.67515,-71.54297,357690000000.0,4402607000000.0
Colombia,2026,53936226,CO,4.57087,-74.29733,445650000000.0,5249421000000.0
Costa Rica,2026,5174789,CR,9.74892,-83.75343,108600000000.0,1220181000000.0
Cyprus,2026,1382334,CY,35.12641,33.42986,40629000000.0,469995000000.0
Denmark,2026,6010438,DK,56.26392,9.50179,473665000000.0,5720441000000.0
Djibouti,2026,1199459,DJ,11.82514,42.59028,4959000000.0,57624000000.0
Dominican Republic,2026,11609500,DO,18.73569,-70.16265,135112000000.0,1615196000000.0
Ecuador,2026,18444506,EC,-1.83124,-78.18341,130310000000.0,1608553000000.0
El Salvador,2026,6391253,SV,13.79419,-88.89653,38476000000.0,456899000000.0
Finland,2026,5629420,FI,61.92411,25.74815,315822000000.0,3972166000000.0
France,2026,68687528,FR,46.22764,2.21375,3317916000000.0,41002981000000.0
Gabon,2026,2647399,GA,-0.80369,11.60944,20921000000.0,263455000000.0
Georgia,2026,3671679,GE,42.31541,43.35689,36763000000.0,399577000000.0
Germany,2026,82613104,DE,51.16569,10.45153,4911746000000.0,60635461000000.0
Ghana,2026,35697557,GH,7.94653,-1.02319,92300000000.0,1130811000000.0
Greece,2026,10303314,GR,39.07421,21.82431,279637000000.0,3312713000000.0
Guatemala,2026,18967978,GT,15.78347,-90.23076,131178000000.0,1516710000000.0
Guinea,2026,15441993,GN,9.94559,-9.69665,35239000000.0,396065000000.0
Guyana,2026,840890,GY,4.86042,-58.93018,28167000000.0,282379000000.0
Haiti,2026,12037506,HT,18.97119,-72.28522,37476000000.0,362350000000.0
Hungary,2026,9469213,HU,47.16249,19.5033,253087000000.0,2941004000000.0
Iceland,2026,412616,IS,64.96305,-19.02084,38312000000.0,453247000000.0
India,2026,1476625576,IN,20.59368,78.96288,4601225000000.0,54634783000000.0
Indonesia,2026,287886782,ID,-0.78928,113.92133,1535057000000.0,18868855000000.0
Ireland,2026,5476864,IE,53.41291,-8.24389,623492000000.0,7430812000000.0
Israel,2026,10247303,IL,31.04605,34.85161,610712000000.0,7183975000000.0
Italy,2026,58513356,IT,41.87194,12.56738,2504607000000.0,30602465000000.0
Jamaica,2026,2833403,JM,18.10958,-77.29751,22214000000.0,256804000000.0
Japan,2026,122408104,JP,36.20482,138.25292,4373091000000.0,60365542000000.0
Jordan,2026,11589532,JO,30.58516,36.23841,59230000000.0,718597000000.0
Kenya,2026,58636412,KE,-0.02356,37.90619,127968000000.0,1591969000000.0
Kuwait,2026,5127132,KW,29.31166,47.48177,155958000000.0,2045067000000.0
Liberia,2026,5853949,LR,6.42806,-9.4295,5490000000.0,62652000000.0
Libya,2026,7539851,LY,26.3351,17.22833,48722000000.0,666655000000.0
Luxembourg,2026,691529,LU,49.81527,6.12958,100440000000.0,1206161000000.0
Malawi,2026,22785535,MW,-13.25431,34.30153,14632000000.0,178493000000.0
Malaysia,2026,36385115,MY,4.21048,101.97577,475129000000.0,5785875000000.0
Maldives,2026,531517,MV,3.20278,73.22068,8119000000.0,93180000000.0
Mali,2026,25932275,ML,17.57069,-3.99617,24821000000.0,300793000000.0
Malta,2026,580870,MT,35.9375,14.37542,27488000000.0,315252000000.0
Mauritius,2026,1254462,MU,-20.3484,57.55215,16638000000.0,203318000000.0
Mongolia,2026,3606837,MN,46.8625,103.84666,27981000000.0,304365000000.0
Montenegro,2026,610970,ME,42.70868,19.37439,9157000000.0,102738000000.0
Morocco,2026,38762441,MA,31.7917,-7.09262,176587000000.0,2115935000000.0
Myanmar,2026,55184819,MM,21.91397,95.95622,70365000000.0,926613000000.0
Nepal,2026,29629410,NP,28.39486,84.12401,49603000000.0,610305000000.0
New Zealand,2026,5407114,NZ,-40.90056,174.88597,259160000000.0,3297361000000.0
Niger,2026,28814878,NE,17.60779,8.08167,24148000000.0,270733000000.0
Nigeria,2026,242431832,NG,9.082,8.67528,192337000000.0,4188443000000.0
Norway,2026,5627018,NO,60.47202,8.46895,520593000000.0,6565710000000.0
Oman,2026,5671458,OM,21.51258,55.92326,107339000000.0,1369552000000.0
Panama,2026,4625718,PA,8.53798,-80.78213,97249000000.0,1149853000000.0
Paraguay,2026,7095279,PY,-23.4425,-58.44383,48088000000.0,596614000000.0
Peru,2026,34922148,PE,-9.18997,-75.01515,319095000000.0,3743448000000.0
Philippines,2026,117724471,PH,12.87972,121.77402,538789000000.0,6496060000000.0
Portugal,2026,10660391,PT,39.39987,-8.22445,336265000000.0,3952501000000.0
Qatar,2026,2968544,QA,25.35483,51.18388,236073000000.0,2909267000000.0
Romania,2026,18862244,RO,45.94316,24.96676,424375000000.0,4831843000000.0
Saudi Arabia,2026,36523804,SA,23.88594,45.07916,1122465000000.0,13866012000000.0
Senegal,2026,19366548,SN,14.4974,-14.45236,36784000000.0,436120000000.0
Seychelles,2026,125619,SC,-4.67957,55.49198,2284000000.0,27628000000.0
Sierra Leone,2026,8996745,SL,8.46056,-11.77989,8726000000.0,104391000000.0
Singapore,2026,6104208,SG,1.35208,103.81984,585946000000.0,6868048000000.0
Somalia,2026,20305907,SO,5.15215,46.19962,14144000000.0,165414000000.0
South Africa,2026,65453084,ZA,-30.55948,22.93751,424241000000.0,5432048000000.0
Spain,2026,48711548,ES,40.46367,-3.74922,1886218000000.0,22380822000000.0
Sudan,2026,53282719,SD,12.86281,30.21764,36362000000.0,496079000000.0
Sweden,2026,10646958,SE,60.12816,18.6435,649462000000.0,8187067000000.0
Switzerland,2026,9107564,CH,46.81819,8.22751,990523000000.0,11981294000000.0
Thailand,2026,71559614,TH,15.87003,100.99254,556756000000.0,7122497000000.0
Togo,2026,9930918,TG,8.61954,0.82478,10760000000.0,129364000000.0
Tunisia,2026,12415138,TN,33.88692,9.5375,57875000000.0,676775000000.0
Uganda,2026,52761469,UG,1.37333,32.29028,71421000000.0,808885000000.0
Ukraine,2026,39535849,UA,48.37943,31.16558,220408000000.0,2633063000000.0
United Arab Emirates,2026,11322893,AE,23.42408,53.84782,577424000000.0,6990436000000.0
United Kingdom,2026,69949520,GB,55.37805,-3.43597,4040844000000.0,47946865000000.0
United States,2026,343406112,US,37.09024,-95.71289,31717641000000.0,372518938000000.0
Uruguay,2026,3382537,UY,-32.52278,-55.76584,85164000000.0,1030856000000.0
Zambia,2026,22521915,ZM,-13.1339,27.84933,34237000000.0,417660000000.0
Zimbabwe,2026,17273580,ZW,-19.01544,29.15486,39491000000.0,478978000000.0
Albania,2027,2652755,AL,41.15333,20.16833,31382000000.0,330104000000.0
Algeria,2027,48593408,DZ,28.03389,1.65963,274520000000.0,3145938000000.0
Angola,2027,41415124,AO,-11.20269,17.87389,112743000000.0,1439229000000.0
Argentina,2027,46153342,AR,-38.4161,-63.61667,715766000000.0,8094978000000.0
Australia,2027,27928206,AU,-25.2744,133.77514,1914821000000.0,22874963000000.0
Austria,2027,9149501,AT,47.51623,14.55007,572442000000.0,6804768000000.0
Bangladesh,2027,179930175,BD,23.68499,90.35633,557136000000.0,6383522000000.0
Belgium,2027,11917991,BE,50.50389,4.46994,725385000000.0,8535322000000.0
Benin,2027,15529414,BJ,9.30769,2.31583,26048000000.0,284260000000.0
Bosnia and Herzegovina,2027,3088093,BA,43.91589,17.67908,31730000000.0,361674000000.0
Botswana,2027,2644642,BW,-22.32847,24.68487,22347000000.0,268304000000.0
Brazil,2027,214261025,BR,-14.235,-51.92528,2297360000000.0,27498145000000.0
Bulgaria,2027,6305372,BG,42.73388,25.48583,129562000000.0,1394653000000.0
Burkina Faso,2027,25130911,BF,12.23833,-1.56159,31525000000.0,331865000000.0
Burundi,2027,15076979,BI,-3.37306,29.91889,9244000000.0,80087000000.0
Cambodia,2027,18250145,KH,12.56568,104.99096,56857000000.0,630254000000.0
Cameroon,2027,31410384,CM,7.36972,12.35472,64485000000.0,716538000000.0
Canada,2027,42227928,CA,56.13037,-106.34677,2435529000000.0,28738085000000.0
Central African Republic,2027,5888123,CF,6.61111,20.93944,3547000000.0,39145000000.0
Chad,2027,22175375,TD,15.45417,18.73221,20675000000.0,245349000000.0
Chile,2027,20026154,CL,-35.67515,-71.54297,373212000000.0,4402607000000.0
Colombia,2027,54422266,CO,4.57087,-74.29733,466154000000.0,5249421000000.0
Costa Rica,2027,5195555,CR,9.74892,-83.75343,115153000000.0,1220181000000.0
Cyprus,2027,1393337,CY,35.12641,33.42986,42439000000.0,469995000000.0
Denmark,2027,6022921,DK,56.26392,9.50179,493376000000.0,5720441000000.0
Djibouti,2027,1215017,DJ,11.82514,42.59028,5335000000.0,57624000000.0
Dominican Republic,2027,11695940,DO,18.73569,-70.16265,144828000000.0,1615196000000.0
Ecuador,2027,18600320,EC,-1.83124,-78.18341,135350000000.0,1608553000000.0
El Salvador,2027,6416443,SV,13.79419,-88.89653,40354000000.0,456899000000.0
Finland,2027,5619416,FI,61.92411,25.74815,326344000000.0,3972166000000.0
France,2027,68759944,FR,46.22764,2.21375,3418285000000.0,41002981000000.0
Gabon,2027,2701851,GA,-0.80369,11.60944,21723000000.0,263455000000.0
Georgia,2027,3669551,GE,42.31541,43.35689,38664000000.0,399577000000.0
Germany,2027,82410904,DE,51.16569,10.45153,5083216000000.0,60635461000000.0
Ghana,2027,36328263,GH,7.94653,-1.02319,96762000000.0,1130811000000.0
Greece,2027,10258771,GR,39.07421,21.82431,288684000000.0,3312713000000.0
Guatemala,2027,19246007,GT,15.78347,-90.23076,141574000000.0,1516710000000.0
Guinea,2027,15784089,GN,9.94559,-9.69665,41120000000.0,396065000000.0
Guyana,2027,846019,GY,4.86042,-58.93018,32204000000.0,282379000000.0
Haiti,2027,12167807,HT,18.97119,-72.28522,38551000000.0,362350000000.0
Hungary,2027,9436861,HU,47.16249,19.5033,267594000000.0,2941004000000.0
Iceland,2027,415885,IS,64.96305,-19.02084,41395000000.0,453247000000.0
India,2027,1489164674,IN,20.59368,78.96288,5069470000000.0,54634783000000.0
Indonesia,2027,289986522,ID,-0.78928,113.92133,1649352000000.0,18868855000000.0
Ireland,2027,5520774,IE,53.41291,-8.24389,647247000000.0,7430812000000.0
Israel,2027,10383727,IL,31.04605,34.85161,638253000000.0,7183975000000.0
Italy,2027,58253900,IT,41.87194,12.56738,2566489000000.0,30602465000000.0
Jamaica,2027,2828530,JM,18.10958,-77.29751,22979000000.0,256804000000.0
Japan,2027,121597720,JP,36.20482,138.25292,4520523000000.0,60365542000000.0
Jordan,2027,11819463,JO,30.58516,36.23841,62532000000.0,718597000000.0
Kenya,2027,59745753,KE,-0.02356,37.90619,131798000000.0,1591969000000.0
Kuwait,2027,5187262,KW,29.31166,47.48177,162341000000.0,2045067000000.0
Liberia,2027,5986800,LR,6.42806,-9.4295,5864000000.0,62652000000.0
Libya,2027,7627488,LY,26.3351,17.22833,50180000000.0,666655000000.0
Luxembourg,2027,698278,LU,49.81527,6.12958,104767000000.0,1206161000000.0
Malawi,2027,23366188,MW,-13.25431,34.30153,15441000000.0,178493000000.0
Malaysia,2027,36785087,MY,4.21048,101.97577,503927000000.0,5785875000000.0
Maldives,2027,533431,MV,3.20278,73.22068,8620000000.0,93180000000.0
Mali,2027,26679169,ML,17.57069,-3.99617,26587000000.0,300793000000.0
Malta,2027,582335,MT,35.9375,14.37542,29135000000.0,315252000000.0
Mauritius,2027,1251682,MU,-20.3484,57.55215,17653000000.0,203318000000.0
Mongolia,2027,3646059,MN,46.8625,103.84666,29965000000.0,304365000000.0
Montenegro,2027,607747,ME,42.70868,19.37439,9612000000.0,102738000000.0
Morocco,2027,39080099,MA,31.7917,-7.09262,187662000000.0,2115935000000.0
Myanmar,2027,55502482,MM,21.91397,95.95622,76178000000.0,926613000000.0
Nepal,2027,29727162,NP,28.39486,84.12401,54449000000.0,610305000000.0
New Zealand,2027,5437918,NZ,-40.90056,174.88597,270294000000.0,3297361000000.0
Niger,2027,29723696,NE,17.60779,8.08167,26186000000.0,270733000000.0
Nigeria,2027,247374263,NG,9.082,8.67528,211802000000.0,4188443000000.0
Norway,2027,5644310,NO,60.47202,8.46895,538234000000.0,6565710000000.0
Oman,2027,5814722,OM,21.51258,55.92326,113347000000.0,1369552000000.0
Panama,2027,4679242,PA,8.53798,-80.78213,103161000000.0,1149853000000.0
Paraguay,2027,7175674,PY,-23.4425,-58.44383,50745000000.0,596614000000.0
Peru,2027,35255685,PE,-9.18997,-75.01515,333627000000.0,3743448000000.0
Philippines,2027,118656413,PH,12.87972,121.77402,586087000000.0,6496060000000.0
Portugal,2027,10638076,PT,39.39987,-8.22445,347893000000.0,3952501000000.0
Qatar,2027,3008660,QA,25.35483,51.18388,256377000000.0,2909267000000.0
Romania,2027,18757478,RO,45.94316,24.96676,446232000000.0,4831843000000.0
Saudi Arabia,2027,37127512,SA,23.88594,45.07916,1180930000000.0,13866012000000.0
Senegal,2027,19807247,SN,14.4974,-14.45236,39299000000.0,436120000000.0
Seychelles,2027,127391,SC,-4.67957,55.49198,2388000000.0,27628000000.0
Sierra Leone,2027,9174692,SL,8.46056,-11.77989,9142000000.0,104391000000.0
Singapore,2027,6137423,SG,1.35208,103.81984,611464000000.0,6868048000000.0
Somalia,2027,20959063,SO,5.15215,46.19962,15567000000.0,165414000000.0
South Africa,2027,66143022,ZA,-30.55948,22.93751,439310000000.0,5432048000000.0
Spain,2027,48649388,ES,40.46367,-3.74922,1961594000000.0,22380822000000.0
Sudan,2027,54724217,SD,12.86281,30.21764,42730000000.0,496079000000.0
Sweden,2027,10679566,SE,60.12816,18.6435,677464000000.0,8187067000000.0
Switzerland,2027,9138239,CH,46.81819,8.22751,1028968000000.0,11981294000000.0
Thailand,2027,71488156,TH,15.87003,100.99254,573857000000.0,7122497000000.0
Togo,2027,10142996,TG,8.61954,0.82478,11570000000.0,129364000000.0
Tunisia,2027,12476097,TN,33.88692,9.5375,58656000000.0,676775000000.0
Uganda,2027,54144272,UG,1.37333,32.29028,78775000000.0,808885000000.0
Ukraine,2027,39245209,UA,48.37943,31.16558,234821000000.0,2633063000000.0
United Arab Emirates,2027,11483190,AE,23.42408,53.84782,614689000000.0,6990436000000.0
United Kingdom,2027,70283608,GB,55.37805,-3.43597,4239513000000.0,47946865000000.0
United States,2027,344953696,US,37.09024,-95.71289,32941710000000.0,372518938000000.0
Uruguay,2027,3380240,UY,-32.52278,-55.76584,90702000000.0,1030856000000.0
Zambia,2027,23138720,ZM,-13.1339,27.84933,40161000000.0,417660000000.0
Zimbabwe,2027,17600613,ZW,-19.01544,29.15486,40925000000.0,478978000000.0
Albania,2028,2632912,AL,41.15333,20.16833,33354000000.0,330104000000.0
Algeria,2028,49135522,DZ,28.03389,1.65963,279983000000.0,3145938000000.0
Angola,2028,42641676,AO,-11.20269,17.87389,118534000000.0,1439229000000.0
Argentina,2028,46299946,AR,-38.4161,-63.61667,712668000000.0,8094978000000.0
Australia,2028,28160036,AU,-25.2744,133.77514,1995441000000.0,22874963000000.0
Austria,2028,9142447,AT,47.51623,14.55007,591248000000.0,6804768000000.0
Bangladesh,2028,182014774,BD,23.68499,90.35633,606807000000.0,6383522000000.0
Belgium,2028,11927745,BE,50.50389,4.46994,746660000000.0,8535322000000.0
Benin,2028,15890280,BJ,9.30769,2.31583,28152000000.0,284260000000.0
Bosnia and Herzegovina,2028,3062436,BA,43.91589,17.67908,33328000000.0,361674000000.0
Botswana,2028,2685608,BW,-22.32847,24.68487,24148000000.0,268304000000.0
Brazil,2028,214911373,BR,-14.235,-51.92528,2414121000000.0,27498145000000.0
Bulgaria,2028,6254180,BG,42.73388,25.48583,136128000000.0,1394653000000.0
Burkina Faso,2028,25661941,BF,12.23833,-1.56159,33834000000.0,331865000000.0
Burundi,2028,15444014,BI,-3.37306,29.91889,9738000000.0,80087000000.0
Cambodia,2028,18446771,KH,12.56568,104.99096,61248000000.0,630254000000.0
Cameroon,2028,32190668,CM,7.36972,12.35472,69281000000.0,716538000000.0
Canada,2028,42506868,CA,56.13037,-106.34677,2542339000000.0,28738085000000.0
Central African Republic,2028,6082465,CF,6.61111,20.93944,3764000000.0,39145000000.0
Chad,2028,22847750,TD,15.45417,18.73221,21769000000.0,245349000000.0
Chile,2028,20100933,CL,-35.67515,-71.54297,389242000000.0,4402607000000.0
Colombia,2028,54885116,CO,4.57087,-74.29733,488083000000.0,5249421000000.0
Costa Rica,2028,5215253,CR,9.74892,-83.75343,122141000000.0,1220181000000.0
Cyprus,2028,1403776,CY,35.12641,33.42986,44334000000.0,469995000000.0
Denmark,2028,6033245,DK,56.26392,9.50179,512752000000.0,5720441000000.0
Djibouti,2028,1230585,DJ,11.82514,42.59028,5745000000.0,57624000000.0
Dominican Republic,2028,11779927,DO,18.73569,-70.16265,155291000000.0,1615196000000.0
Ecuador,2028,18757226,EC,-1.83124,-78.18341,140863000000.0,1608553000000.0
El Salvador,2028,6440934,SV,13.79419,-88.89653,42364000000.0,456899000000.0
Finland,2028,5608310,FI,61.92411,25.74815,337007000000.0,3972166000000.0
France,2028,68821968,FR,46.22764,2.21375,3526684000000.0,41002981000000.0
Gabon,2028,2756477,GA,-0.80369,11.60944,22609000000.0,263455000000.0
Georgia,2028,3667563,GE,42.31541,43.35689,40705000000.0,399577000000.0
Germany,2028,82209888,DE,51.16569,10.45153,5251928000000.0,60635461000000.0
Ghana,2028,36959314,GH,7.94653,-1.02319,101673000000.0,1130811000000.0
