Country,Year,population,Country_ID,latitude,longitude,GDP,TotalGDP
Greece,2028,10213413,GR,39.07421,21.82431,298640000000.0,3312713000000.0
Guatemala,2028,19521505,GT,15.78347,-90.23076,152695000000.0,1516710000000.0
Guinea,2028,16126575,GN,9.94559,-9.69665,47404000000.0,396065000000.0
Guyana,2028,851158,GY,4.86042,-58.93018,35691000000.0,282379000000.0
Haiti,2028,12297294,HT,18.97119,-72.28522,39667000000.0,362350000000.0
Hungary,2028,9402987,HU,47.16249,19.5033,282989000000.0,2941004000000.0
Iceland,2028,418852,IS,64.96305,-19.02084,44893000000.0,453247000000.0
India,2028,1501432739,IN,20.59368,78.96288,5584476000000.0,54634783000000.0
Indonesia,2028,292016779,ID,-0.78928,113.92133,1779011000000.0,18868855000000.0
Ireland,2028,5562087,IE,53.41291,-8.24389,675102000000.0,7430812000000.0
Israel,2028,10520570,IL,31.04605,34.85161,667600000000.0,7183975000000.0
Italy,2028,57996388,IT,41.87194,12.56738,2634076000000.0,30602465000000.0
Jamaica,2028,2822867,JM,18.10958,-77.29751,23771000000.0,256804000000.0
Japan,2028,120779192,JP,36.20482,138.25292,4708707000000.0,60365542000000.0
Jordan,2028,12034460,JO,30.58516,36.23841,66018000000.0,718597000000.0
Kenya,2028,60860444,KE,-0.02356,37.90619,140341000000.0,1591969000000.0
Kuwait,2028,5239969,KW,29.31166,47.48177,169169000000.0,2045067000000.0
Liberia,2028,6118760,LR,6.42806,-9.4295,6268000000.0,62652000000.0
Libya,2028,7716842,LY,26.3351,17.22833,51961000000.0,666655000000.0
Luxembourg,2028,704935,LU,49.81527,6.12958,109193000000.0,1206161000000.0
Malawi,2028,23954450,MW,-13.25431,34.30153,16334000000.0,178493000000.0
Malaysia,2028,37182770,MY,4.21048,101.97577,534617000000.0,5785875000000.0
Maldives,2028,535494,MV,3.20278,73.22068,9144000000.0,93180000000.0
Mali,2028,27440610,ML,17.57069,-3.99617,28486000000.0,300793000000.0
Malta,2028,583473,MT,35.9375,14.37542,30894000000.0,315252000000.0
Mauritius,2028,1248752,MU,-20.3484,57.55215,18717000000.0,203318000000.0
Mongolia,2028,3684148,MN,46.8625,103.84666,32326000000.0,304365000000.0
Montenegro,2028,604436,ME,42.70868,19.37439,10107000000.0,102738000000.0
Morocco,2028,39384126,MA,31.7917,-7.09262,199368000000.0,2115935000000.0
Myanmar,2028,55802774,MM,21.91397,95.95622,82373000000.0,926613000000.0
Nepal,2028,29947585,NP,28.39486,84.12401,59728000000.0,610305000000.0
New Zealand,2028,5466057,NZ,-40.90056,174.88597,281646000000.0,3297361000000.0
Niger,2028,30643563,NE,17.60779,8.08167,28298000000.0,270733000000.0
Nigeria,2028,252346128,NG,9.082,8.67528,236525000000.0,4188443000000.0
Norway,2028,5660178,NO,60.47202,8.46895,555165000000.0,6565710000000.0
Oman,2028,5929317,OM,21.51258,55.92326,119604000000.0,1369552000000.0
Panama,2028,4731816,PA,8.53798,-80.78213,109433000000.0,1149853000000.0
Paraguay,2028,7254524,PY,-23.4425,-58.44383,53554000000.0,596614000000.0
Peru,2028,35578288,PE,-9.18997,-75.01515,348299000000.0,3743448000000.0
Philippines,2028,119583981,PH,12.87972,121.77402,638178000000.0,6496060000000.0
Portugal,2028,10612318,PT,39.39987,-8.22445,360829000000.0,3952501000000.0
Qatar,2028,3045513,QA,25.35483,51.18388,269131000000.0,2909267000000.0
Romania,2028,18650100,RO,45.94316,24.96676,470105000000.0,4831843000000.0
Saudi Arabia,2028,37717172,SA,23.88594,45.07916,1242552000000.0,13866012000000.0
Senegal,2028,20254563,SN,14.4974,-14.45236,42114000000.0,436120000000.0
Seychelles,2028,128775,SC,-4.67957,55.49198,2498000000.0,27628000000.0
Sierra Leone,2028,9349025,SL,8.46056,-11.77989,9592000000.0,104391000000.0
Singapore,2028,6169252,SG,1.35208,103.81984,639122000000.0,6868048000000.0
Somalia,2028,21601816,SO,5.15215,46.19962,16976000000.0,165414000000.0
South Africa,2028,66830385,ZA,-30.55948,22.93751,455523000000.0,5432048000000.0
Spain,2028,48576944,ES,40.46367,-3.74922,2037746000000.0,22380822000000.0
Sudan,2028,55993834,SD,12.86281,30.21764,47008000000.0,496079000000.0
Sweden,2028,10708545,SE,60.12816,18.6435,704540000000.0,8187067000000.0
Switzerland,2028,9165520,CH,46.81819,8.22751,1074152000000.0,11981294000000.0
Thailand,2028,71406994,TH,15.87003,100.99254,593755000000.0,7122497000000.0
Togo,2028,10356496,TG,8.61954,0.82478,12443000000.0,129364000000.0
Tunisia,2028,12531992,TN,33.88692,9.5375,59967000000.0,676775000000.0
Uganda,2028,55532558,UG,1.37333,32.29028,85883000000.0,808885000000.0
Ukraine,2028,38952090,UA,48.37943,31.16558,250078000000.0,2633063000000.0
United Arab Emirates,2028,11624228,AE,23.42408,53.84782,654065000000.0,6990436000000.0
United Kingdom,2028,70595968,GB,55.37805,-3.43597,4457367000000.0,47946865000000.0
United States,2028,346506912,US,37.09024,-95.71289,34342132000000.0,372518938000000.0
Uruguay,2028,3377890,UY,-32.52278,-55.76584,96223000000.0,1030856000000.0
Zambia,2028,23761373,ZM,-13.1339,27.84933,43668000000.0,417660000000.0
Zimbabwe,2028,17932008,ZW,-19.01544,29.15486,42340000000.0,478978000000.0
Albania,2029,2613254,AL,41.15333,20.16833,35462000000.0,330104000000.0
Algeria,2029,49655378,DZ,28.03389,1.65963,285271000000.0,3145938000000.0
Angola,2029,43891851,AO,-11.20269,17.87389,125036000000.0,1439229000000.0
Argentina,2029,46443764,AR,-38.4161,-63.61667,738395000000.0,8094978000000.0
Australia,2029,28381724,AU,-25.2744,133.77514,2083608000000.0,22874963000000.0
Austria,2029,9133088,AT,47.51623,14.55007,609827000000.0,6804768000000.0
Bangladesh,2029,184064620,BD,23.68499,90.35633,672750000000.0,6383522000000.0
Belgium,2029,11936090,BE,50.50389,4.46994,768493000000.0,8535322000000.0
Benin,2029,16253920,BJ,9.30769,2.31583,30451000000.0,284260000000.0
Bosnia and Herzegovina,2029,3037871,BA,43.91589,17.67908,35019000000.0,361674000000.0
Botswana,2029,2726044,BW,-22.32847,24.68487,26371000000.0,268304000000.0
Brazil,2029,215515171,BR,-14.235,-51.92528,2542873000000.0,27498145000000.0
Bulgaria,2029,6201471,BG,42.73388,25.48583,143103000000.0,1394653000000.0
Burkina Faso,2029,26194607,BF,12.23833,-1.56159,36393000000.0,331865000000.0
Burundi,2029,15815855,BI,-3.37306,29.91889,9917000000.0,80087000000.0
Cambodia,2029,18639393,KH,12.56568,104.99096,66025000000.0,630254000000.0
Cameroon,2029,32979283,CM,7.36972,12.35472,74447000000.0,716538000000.0
Canada,2029,42768916,CA,56.13037,-106.34677,2657894000000.0,28738085000000.0
Central African Republic,2029,6279732,CF,6.61111,20.93944,4010000000.0,39145000000.0
Chad,2029,23526039,TD,15.45417,18.73221,22898000000.0,245349000000.0
Chile,2029,20169624,CL,-35.67515,-71.54297,405801000000.0,4402607000000.0
Colombia,2029,55322626,CO,4.57087,-74.29733,510905000000.0,5249421000000.0
Costa Rica,2029,5233881,CR,9.74892,-83.75343,129377000000.0,1220181000000.0
Cyprus,2029,1413341,CY,35.12641,33.42986,46381000000.0,469995000000.0
Denmark,2029,6041982,DK,56.26392,9.50179,533284000000.0,5720441000000.0
Djibouti,2029,1246670,DJ,11.82514,42.59028,6126000000.0,57624000000.0
Dominican Republic,2029,11860811,DO,18.73569,-70.16265,166422000000.0,1615196000000.0
Ecuador,2029,18914095,EC,-1.83124,-78.18341,146638000000.0,1608553000000.0
El Salvador,2029,6464414,SV,13.79419,-88.89653,44312000000.0,456899000000.0
Finland,2029,5596227,FI,61.92411,25.74815,348457000000.0,3972166000000.0
France,2029,68880272,FR,46.22764,2.21375,3637929000000.0,41002981000000.0
Gabon,2029,2811346,GA,-0.80369,11.60944,23502000000.0,263455000000.0
Georgia,2029,3664069,GE,42.31541,43.35689,42896000000.0,399577000000.0
Germany,2029,82003392,DE,51.16569,10.45153,5416003000000.0,60635461000000.0
Ghana,2029,37589710,GH,7.94653,-1.02319,110710000000.0,1130811000000.0
Greece,2029,10167758,GR,39.07421,21.82431,308815000000.0,3312713000000.0
Guatemala,2029,19795179,GT,15.78347,-90.23076,164834000000.0,1516710000000.0
Guinea,2029,16466756,GN,9.94559,-9.69665,55374000000.0,396065000000.0
Guyana,2029,856044,GY,4.86042,-58.93018,39543000000.0,282379000000.0
Haiti,2029,12425439,HT,18.97119,-72.28522,39849000000.0,362350000000.0
Hungary,2029,9367102,HU,47.16249,19.5033,299580000000.0,2941004000000.0
Iceland,2029,421366,IS,64.96305,-19.02084,48632000000.0,453247000000.0
India,2029,1513423731,IN,20.59368,78.96288,6148426000000.0,54634783000000.0
Indonesia,2029,293978109,ID,-0.78928,113.92133,1916671000000.0,18868855000000.0
Ireland,2029,5599779,IE,53.41291,-8.24389,703501000000.0,7430812000000.0
Israel,2029,10655717,IL,31.04605,34.85161,698299000000.0,7183975000000.0
Italy,2029,57736344,IT,41.87194,12.56738,2705116000000.0,30602465000000.0
Jamaica,2029,2816397,JM,18.10958,-77.29751,24592000000.0,256804000000.0
Japan,2029,119961696,JP,36.20482,138.25292,4828281000000.0,60365542000000.0
Jordan,2029,12245731,JO,30.58516,36.23841,69698000000.0,718597000000.0
Kenya,2029,61979187,KE,-0.02356,37.90619,150725000000.0,1591969000000.0
Kuwait,2029,5288887,KW,29.31166,47.48177,176134000000.0,2045067000000.0
Liberia,2029,6245086,LR,6.42806,-9.4295,6684000000.0,62652000000.0
Libya,2029,7802212,LY,26.3351,17.22833,54194000000.0,666655000000.0
Luxembourg,2029,711115,LU,49.81527,6.12958,113820000000.0,1206161000000.0
Malawi,2029,24553502,MW,-13.25431,34.30153,17290000000.0,178493000000.0
Malaysia,2029,37574288,MY,4.21048,101.97577,565411000000.0,5785875000000.0
Maldives,2029,537571,MV,3.20278,73.22068,9698000000.0,93180000000.0
Mali,2029,28215512,ML,17.57069,-3.99617,30541000000.0,300793000000.0
Malta,2029,584291,MT,35.9375,14.37542,32773000000.0,315252000000.0
Mauritius,2029,1245665,MU,-20.3484,57.55215,19821000000.0,203318000000.0
Mongolia,2029,3721283,MN,46.8625,103.84666,34573000000.0,304365000000.0
Montenegro,2029,601021,ME,42.70868,19.37439,10631000000.0,102738000000.0
Morocco,2029,39674560,MA,31.7917,-7.09262,211597000000.0,2115935000000.0
Myanmar,2029,56085140,MM,21.91397,95.95622,85757000000.0,926613000000.0
Nepal,2029,30232112,NP,28.39486,84.12401,65494000000.0,610305000000.0
New Zealand,2029,5492489,NZ,-40.90056,174.88597,293869000000.0,3297361000000.0
Niger,2029,31575094,NE,17.60779,8.08167,30593000000.0,270733000000.0
Nigeria,2029,257352638,NG,9.082,8.67528,264516000000.0,4188443000000.0
Norway,2029,5674924,NO,60.47202,8.46895,572965000000.0,6565710000000.0
Oman,2029,6026177,OM,21.51258,55.92326,126247000000.0,1369552000000.0
Panama,2029,4783372,PA,8.53798,-80.78213,116087000000.0,1149853000000.0
Paraguay,2029,7331905,PY,-23.4425,-58.44383,56532000000.0,596614000000.0
Peru,2029,35890709,PE,-9.18997,-75.01515,364090000000.0,3743448000000.0
Philippines,2029,120502129,PH,12.87972,121.77402,695311000000.0,6496060000000.0
Portugal,2029,10587467,PT,39.39987,-8.22445,374432000000.0,3952501000000.0
Qatar,2029,3079202,QA,25.35483,51.18388,278701000000.0,2909267000000.0
Romania,2029,18538544,RO,45.94316,24.96676,496488000000.0,4831843000000.0
Saudi Arabia,2029,38282420,SA,23.88594,45.07916,1307069000000.0,13866012000000.0
Senegal,2029,20706625,SN,14.4974,-14.45236,44931000000.0,436120000000.0
Seychelles,2029,129713,SC,-4.67957,55.49198,2613000000.0,27628000000.0
Sierra Leone,2029,9520817,SL,8.46056,-11.77989,10067000000.0,104391000000.0
Singapore,2029,6196228,SG,1.35208,103.81984,667781000000.0,6868048000000.0
Somalia,2029,22247719,SO,5.15215,46.19962,18253000000.0,165414000000.0
South Africa,2029,67506849,ZA,-30.55948,22.93751,472093000000.0,5432048000000.0
Spain,2029,48494372,ES,40.46367,-3.74922,2117209000000.0,22380822000000.0
Sudan,2029,57275440,SD,12.86281,30.21764,50616000000.0,496079000000.0
Sweden,2029,10734623,SE,60.12816,18.6435,732485000000.0,8187067000000.0
Switzerland,2029,9188640,CH,46.81819,8.22751,1113974000000.0,11981294000000.0
Thailand,2029,71316193,TH,15.87003,100.99254,616061000000.0,7122497000000.0
Togo,2029,10572460,TG,8.61954,0.82478,13392000000.0,129364000000.0
Tunisia,2029,12582708,TN,33.88692,9.5375,61078000000.0,676775000000.0
Uganda,2029,56922790,UG,1.37333,32.29028,94837000000.0,808885000000.0
Ukraine,2029,38654410,UA,48.37943,31.16558,266307000000.0,2633063000000.0
United Arab Emirates,2029,11755714,AE,23.42408,53.84782,695217000000.0,6990436000000.0
United Kingdom,2029,70887440,GB,55.37805,-3.43597,4701933000000.0,47946865000000.0
United States,2029,347988928,US,37.09024,-95.71289,35712824000000.0,372518938000000.0
Uruguay,2029,3375427,UY,-32.52278,-55.76584,101236000000.0,1030856000000.0
Zambia,2029,24389686,ZM,-13.1339,27.84933,47092000000.0,417660000000.0
Zimbabwe,2029,18268955,ZW,-19.01544,29.15486,43836000000.0,478978000000.0
Albania,2030,2593121,AL,41.15333,20.16833,37683000000.0,330104000000.0
Algeria,2030,50154166,DZ,28.03389,1.65963,290941000000.0,3145938000000.0
Angola,2030,45160458,AO,-11.20269,17.87389,132281000000.0,1439229000000.0
Argentina,2030,46585022,AR,-38.4161,-63.61667,776815000000.0,8094978000000.0
Australia,2030,28602332,AU,-25.2744,133.77514,2181788000000.0,22874963000000.0
Austria,2030,9121729,AT,47.51623,14.55007,628259000000.0,6804768000000.0
Bangladesh,2030,186072407,BD,23.68499,90.35633,740875000000.0,6383522000000.0
Belgium,2030,11941968,BE,50.50389,4.46994,791414000000.0,8535322000000.0
Benin,2030,16618822,BJ,9.30769,2.31583,32917000000.0,284260000000.0
Bosnia and Herzegovina,2030,3013974,BA,43.91589,17.67908,36788000000.0,361674000000.0
Botswana,2030,2765918,BW,-22.32847,24.68487,28591000000.0,268304000000.0
Brazil,2030,216074411,BR,-14.235,-51.92528,2679565000000.0,27498145000000.0
Bulgaria,2030,6147404,BG,42.73388,25.48583,150310000000.0,1394653000000.0
Burkina Faso,2030,26730324,BF,12.23833,-1.56159,39097000000.0,331865000000.0
Burundi,2030,16182016,BI,-3.37306,29.91889,10622000000.0,80087000000.0
Cambodia,2030,18827388,KH,12.56568,104.99096,71242000000.0,630254000000.0
Cameroon,2030,33777190,CM,7.36972,12.35472,80028000000.0,716538000000.0
Canada,2030,43023604,CA,56.13037,-106.34677,2792323000000.0,28738085000000.0
Central African Republic,2030,6478245,CF,6.61111,20.93944,4279000000.0,39145000000.0
Chad,2030,24207479,TD,15.45417,18.73221,24120000000.0,245349000000.0
Chile,2030,20233183,CL,-35.67515,-71.54297,422793000000.0,4402607000000.0
Colombia,2030,55736475,CO,4.57087,-74.29733,534345000000.0,5249421000000.0
Costa Rica,2030,5251497,CR,9.74892,-83.75343,137040000000.0,1220181000000.0
Cyprus,2030,1422318,CY,35.12641,33.42986,48528000000.0,469995000000.0
Denmark,2030,6049480,DK,56.26392,9.50179,554224000000.0,5720441000000.0
Djibouti,2030,1262678,DJ,11.82514,42.59028,6596000000.0,57624000000.0
Dominican Republic,2030,11938852,DO,18.73569,-70.16265,178498000000.0,1615196000000.0
Ecuador,2030,19069719,EC,-1.83124,-78.18341,152588000000.0,1608553000000.0
El Salvador,2030,6486207,SV,13.79419,-88.89653,46436000000.0,456899000000.0
Finland,2030,5583650,FI,61.92411,25.74815,361008000000.0,3972166000000.0
France,2030,68929736,FR,46.22764,2.21375,3754780000000.0,41002981000000.0
Gabon,2030,2866667,GA,-0.80369,11.60944,24467000000.0,263455000000.0
Georgia,2030,3660214,GE,42.31541,43.35689,45246000000.0,399577000000.0
Germany,2030,81807960,DE,51.16569,10.45153,5575689000000.0,60635461000000.0
Ghana,2030,38222089,GH,7.94653,-1.02319,118609000000.0,1130811000000.0
Greece,2030,10121941,GR,39.07421,21.82431,319516000000.0,3312713000000.0
Guatemala,2030,20067253,GT,15.78347,-90.23076,177938000000.0,1516710000000.0
Guinea,2030,16807147,GN,9.94559,-9.69665,63028000000.0,396065000000.0
Guyana,2030,861038,GY,4.86042,-58.93018,41182000000.0,282379000000.0
Haiti,2030,12552359,HT,18.97119,-72.28522,40835000000.0,362350000000.0
Hungary,2030,9330088,HU,47.16249,19.5033,317342000000.0,2941004000000.0
Iceland,2030,423678,IS,64.96305,-19.02084,52753000000.0,453247000000.0
India,2030,1525138844,IN,20.59368,78.96288,6769816000000.0,54634783000000.0
Indonesia,2030,295876648,ID,-0.78928,113.92133,2065514000000.0,18868855000000.0
Ireland,2030,5634241,IE,53.41291,-8.24389,734181000000.0,7430812000000.0
Israel,2030,10795123,IL,31.04605,34.85161,730427000000.0,7183975000000.0
Italy,2030,57461640,IT,41.87194,12.56738,2779440000000.0,30602465000000.0
Jamaica,2030,2808954,JM,18.10958,-77.29751,25435000000.0,256804000000.0
Japan,2030,119141136,JP,36.20482,138.25292,4994892000000.0,60365542000000.0
Jordan,2030,12448776,JO,30.58516,36.23841,73584000000.0,718597000000.0
Kenya,2030,63102245,KE,-0.02356,37.90619,161759000000.0,1591969000000.0
Kuwait,2030,5335372,KW,29.31166,47.48177,183090000000.0,2045067000000.0
Liberia,2030,6366291,LR,6.42806,-9.4295,7108000000.0,62652000000.0
Libya,2030,7885806,LY,26.3351,17.22833,56688000000.0,666655000000.0
Luxembourg,2030,716930,LU,49.81527,6.12958,118641000000.0,1206161000000.0
Malawi,2030,25160287,MW,-13.25431,34.30153,17835000000.0,178493000000.0
Malaysia,2030,37961719,MY,4.21048,101.97577,599678000000.0,5785875000000.0
Maldives,2030,539667,MV,3.20278,73.22068,10289000000.0,93180000000.0
Mali,2030,29002865,ML,17.57069,-3.99617,32752000000.0,300793000000.0
Malta,2030,584918,MT,35.9375,14.37542,34791000000.0,315252000000.0
Mauritius,2030,1242561,MU,-20.3484,57.55215,20968000000.0,203318000000.0
Mongolia,2030,3758038,MN,46.8625,103.84666,36657000000.0,304365000000.0
Montenegro,2030,597537,ME,42.70868,19.37439,11177000000.0,102738000000.0
Morocco,2030,39953460,MA,31.7917,-7.09262,224509000000.0,2115935000000.0
Myanmar,2030,56351031,MM,21.91397,95.95622,89117000000.0,926613000000.0
Nepal,2030,30509996,NP,28.39486,84.12401,71783000000.0,610305000000.0
New Zealand,2030,5516696,NZ,-40.90056,174.88597,306301000000.0,3297361000000.0
Niger,2030,32518075,NE,17.60779,8.08167,33083000000.0,270733000000.0
Nigeria,2030,262380970,NG,9.082,8.67528,297439000000.0,4188443000000.0
Norway,2030,5688955,NO,60.47202,8.46895,591969000000.0,6565710000000.0
Oman,2030,6112706,OM,21.51258,55.92326,133172000000.0,1369552000000.0
Panama,2030,4833859,PA,8.53798,-80.78213,123145000000.0,1149853000000.0
Paraguay,2030,7407618,PY,-23.4425,-58.44383,59637000000.0,596614000000.0
Peru,2030,36193880,PE,-9.18997,-75.01515,380757000000.0,3743448000000.0
Philippines,2030,121408895,PH,12.87972,121.77402,757672000000.0,6496060000000.0
Portugal,2030,10564045,PT,39.39987,-8.22445,388164000000.0,3952501000000.0
Qatar,2030,3110328,QA,25.35483,51.18388,292196000000.0,2909267000000.0
Romania,2030,18425064,RO,45.94316,24.96676,524867000000.0,4831843000000.0
Saudi Arabia,2030,38805216,SA,23.88594,45.07916,1374158000000.0,13866012000000.0
Senegal,2030,21163192,SN,14.4974,-14.45236,48347000000.0,436120000000.0
Seychelles,2030,130069,SC,-4.67957,55.49198,2756000000.0,27628000000.0
Sierra Leone,2030,9694858,SL,8.46056,-11.77989,10553000000.0,104391000000.0
Singapore,2030,6220949,SG,1.35208,103.81984,698073000000.0,6868048000000.0
Somalia,2030,22915044,SO,5.15215,46.19962,19534000000.0,165414000000.0
South Africa,2030,68161359,ZA,-30.55948,22.93751,490013000000.0,5432048000000.0
Spain,2030,48395740,ES,40.46367,-3.74922,2201213000000.0,22380822000000.0
Sudan,2030,58571616,SD,12.86281,30.21764,53619000000.0,496079000000.0
Sweden,2030,10758480,SE,60.12816,18.6435,761499000000.0,8187067000000.0
Switzerland,2030,9210672,CH,46.81819,8.22751,1162661000000.0,11981294000000.0
Thailand,2030,71215022,TH,15.87003,100.99254,640494000000.0,7122497000000.0
Togo,2030,10792997,TG,8.61954,0.82478,14411000000.0,129364000000.0
Tunisia,2030,12628142,TN,33.88692,9.5375,62809000000.0,676775000000.0
Uganda,2030,58312940,UG,1.37333,32.29028,105314000000.0,808885000000.0
Ukraine,2030,38353853,UA,48.37943,31.16558,283321000000.0,2633063000000.0
United Arab Emirates,2030,11883689,AE,23.42408,53.84782,736811000000.0,6990436000000.0
United Kingdom,2030,71176648,GB,55.37805,-3.43597,4955988000000.0,47946865000000.0
United States,2030,349445856,US,37.09024,-95.71289,37153089000000.0,372518938000000.0
Uruguay,2030,3372887,UY,-32.52278,-55.76584,106344000000.0,1030856000000.0
Zambia,2030,25024901,ZM,-13.1339,27.84933,50669000000.0,417660000000.0
Zimbabwe,2030,18610349,ZW,-19.01544,29.15486,45384000000.0,478978000000.0
